Orthogroup	wa8730.asm201904v2.ann1.proteins	Sp9509_oxford_v3.proteins
OG0007600	Wa8730a011g005090_P001	Sp11g00758
OG0007601	Wa8730a011g005040_P001	Sp11g00753
OG0007602	Wa8730a011g004940_P001	Sp11g00749
OG0007603	Wa8730a011g004950_P001	Sp11g00747
OG0007604	Wa8730a011g005000_P001	Sp11g00741
OG0007605	Wa8730a011g005020_P001	Sp11g00735
OG0007606	Wa8730a011g004960_P001	Sp11g00734
OG0007607	Wa8730a011g005030_P001	Sp11g00733
OG0007608	Wa8730a011g004930_P001	Sp11g00732
OG0007609	Wa8730a011g004910_P001	Sp11g00731
OG0007610	Wa8730a011g004880_P001	Sp11g00726
OG0007611	Wa8730a011g004800_P001	Sp11g00725
OG0007612	Wa8730a011g004810_P001	Sp11g00723
OG0007613	Wa8730a011g004820_P001	Sp11g00720
OG0007614	Wa8730a011g004770_P001	Sp11g00714
OG0007615	Wa8730a011g004780_P001	Sp11g00713
OG0007617	Wa8730a011g004620_P001	Sp11g00709
OG0007618	Wa8730a011g004670_P001	Sp11g00705
OG0007619	Wa8730a011g004690_P001	Sp11g00701
OG0007620	Wa8730a011g004570_P001	Sp11g00700
OG0007621	Wa8730a011g004550_P001	Sp11g00699
OG0007622	Wa8730a011g004540_P001	Sp11g00698
OG0007623	Wa8730a011g004470_P001	Sp11g00686
OG0007624	Wa8730a011g004450_P001	Sp11g00685
OG0007625	Wa8730a011g004360_P001	Sp11g00681
OG0007626	Wa8730a011g004350_P001	Sp11g00680
OG0007627	Wa8730a011g004320_P001	Sp11g00672
OG0007628	Wa8730a011g004280_P001	Sp11g00660
OG0007629	Wa8730a011g004270_P001	Sp11g00659
OG0007630	Wa8730a011g004150_P001	Sp11g00656
OG0007631	Wa8730a011g004220_P001	Sp11g00651
OG0007632	Wa8730a011g003970_P001	Sp11g00647
OG0007633	Wa8730a011g003990_P001	Sp11g00642
OG0007634	Wa8730a011g004010_P001	Sp11g00641
OG0007635	Wa8730a011g003800_P001	Sp11g00635
OG0007636	Wa8730a011g003810_P001	Sp11g00632
OG0007637	Wa8730a011g003820_P001	Sp11g00631
OG0007638	Wa8730a011g003840_P001	Sp11g00629
OG0007639	Wa8730a011g003850_P001	Sp11g00626
OG0007640	Wa8730a011g003860_P001	Sp11g00621
OG0007641	Wa8730a011g003870_P001	Sp11g00616
OG0007642	Wa8730a011g003880_P001	Sp11g00611
OG0007643	Wa8730a011g004040_P001	Sp11g00610
OG0007644	Wa8730a011g003920_P001	Sp11g00609
OG0007645	Wa8730a011g003910_P001	Sp11g00607
OG0007646	Wa8730a011g004050_P001	Sp11g00605
OG0007647	Wa8730a011g004080_P001	Sp11g00604
OG0007648	Wa8730a011g004070_P001	Sp11g00603
OG0007649	Wa8730a011g004100_P001	Sp11g00601, Sp11g00602
OG0007650	Wa8730a011g004250_P001	Sp11g00598
OG0007651	Wa8730a014g001680_P001	Sp11g00593
OG0007652	Wa8730a011g003940_P001	Sp11g00585
OG0007653	Wa8730a011g003950_P001	Sp11g00583
OG0007654	Wa8730a011g003960_P001	Sp11g00580
OG0007655	Wa8730a011g003770_P001	Sp11g00573
OG0007656	Wa8730a011g003750_P001	Sp11g00571
OG0007657	Wa8730a011g003730_P001	Sp11g00570
OG0007658	Wa8730a011g003720_P001	Sp11g00569
OG0007659	Wa8730a011g003590_P001	Sp11g00566
OG0007660	Wa8730a011g003610_P001	Sp11g00564
OG0007661	Wa8730a011g003620_P001	Sp11g00562
OG0007662	Wa8730a011g003630_P001	Sp11g00561
OG0007663	Wa8730a011g003640_P001	Sp11g00560
OG0007664	Wa8730a011g003500_P001	Sp11g00558
OG0007665	Wa8730a011g003510_P001	Sp11g00557
OG0007666	Wa8730a007g005870_P001	Sp11g00550
OG0007667	Wa8730a011g003560_P001	Sp11g00546
OG0007668	Wa8730a011g003490_P001	Sp11g00541
OG0007669	Wa8730a011g003470_P001	Sp11g00531
OG0007670	Wa8730a011g003480_P001	Sp11g00524
OG0007671	Wa8730a011g003400_P001	Sp11g00513
OG0007672	Wa8730a011g003350_P001	Sp11g00509
OG0007673	Wa8730a011g003410_P001	Sp11g00504
OG0007674	Wa8730a011g003420_P001	Sp11g00502
OG0007675	Wa8730a011g003430_P001	Sp11g00501
OG0007676	Wa8730a011g003320_P001	Sp11g00492
OG0007677	Wa8730a011g003290_P001	Sp11g00490
OG0007678	Wa8730a011g003240_P001	Sp11g00483
OG0007679	Wa8730a011g003200_P001	Sp11g00481
OG0007680	Wa8730a011g003190_P001	Sp11g00479
OG0007681	Wa8730a011g003220_P001	Sp11g00478
OG0007682	Wa8730a011g003110_P001	Sp11g00475
OG0007683	Wa8730a011g003100_P001	Sp11g00474
OG0007684	Wa8730a011g003050_P001	Sp11g00449
OG0007685	Wa8730a011g002810_P001	Sp11g00448
OG0007686	Wa8730a011g002800_P001	Sp11g00447
OG0007687	Wa8730a011g002850_P001	Sp11g00446
OG0007688	Wa8730a011g002860_P001	Sp11g00445
OG0007689	Wa8730a006g000990_P001	Sp11g00444
OG0007690	Wa8730a011g002880_P001	Sp11g00442
OG0007691	Wa8730a011g002870_P001	Sp11g00441
OG0007692	Wa8730a011g003040_P001	Sp11g00440
OG0007693	Wa8730a011g003010_P001	Sp11g00436
OG0007694	Wa8730a011g002990_P001	Sp11g00435
OG0007695	Wa8730a011g002970_P001	Sp11g00434
OG0007696	Wa8730a011g002930_P001	Sp11g00433
OG0007698	Wa8730a011g002940_P001	Sp11g00431
OG0007699	Wa8730a011g002950_P001	Sp11g00427
OG0007700	Wa8730a011g002960_P001	Sp11g00426
OG0007701	Wa8730a011g002890_P001	Sp11g00421
OG0007702	Wa8730a011g002790_P001	Sp11g00419
OG0007703	Wa8730a011g002760_P001	Sp11g00417
OG0007704	Wa8730a011g002600_P001	Sp11g00405
OG0007705	Wa8730a011g002560_P001	Sp11g00403
OG0007706	Wa8730a011g002540_P001	Sp11g00398
OG0007707	Wa8730a011g002510_P001	Sp11g00396
OG0007708	Wa8730a011g002520_P001	Sp11g00394
OG0007709	Wa8730a011g002590_P001	Sp11g00392
OG0007710	Wa8730a011g002580_P001	Sp11g00390
OG0007711	Wa8730a011g002450_P001	Sp11g00383
OG0007712	Wa8730a011g002440_P001	Sp11g00382
OG0007713	Wa8730a011g002420_P001	Sp11g00381
OG0007714	Wa8730a011g002390_P001	Sp11g00377
OG0007715	Wa8730a011g002370_P001	Sp11g00373
OG0007716	Wa8730a011g002360_P001	Sp11g00372
OG0007717	Wa8730a011g002300_P001	Sp11g00369
OG0007718	Wa8730a011g002120_P001	Sp11g00366
OG0007719	Wa8730a011g002060_P001	Sp11g00356
OG0007720	Wa8730a011g002160_P001	Sp11g00354
OG0007721	Wa8730a011g002180_P001	Sp11g00349
OG0007722	Wa8730a011g002250_P001	Sp11g00346
OG0007723	Wa8730a011g002280_P001	Sp11g00344
OG0007724	Wa8730a011g002270_P001	Sp11g00343
OG0007725	Wa8730a011g002200_P001	Sp11g00339
OG0007726	Wa8730a011g002030_P001	Sp11g00337
OG0007727	Wa8730a011g001440_P001	Sp11g00334
OG0007728	Wa8730a011g001710_P001	Sp11g00331
OG0007729	Wa8730a011g001740_P001	Sp11g00325
OG0007730	Wa8730a011g001750_P001	Sp11g00324
OG0007731	Wa8730a011g001790_P001	Sp11g00321
OG0007732	Wa8730a011g001820_P001	Sp11g00318
OG0007733	Wa8730a011g001850_P001	Sp11g00313
OG0007734	Wa8730a011g002020_P001	Sp11g00307
OG0007735	Wa8730a011g002000_P001	Sp11g00303
OG0007736	Wa8730a011g001980_P001	Sp11g00301
OG0007738	Wa8730a011g001400_P001	Sp11g00282
OG0007739	Wa8730a011g001410_P001	Sp11g00281
OG0007740	Wa8730a011g001380_P001	Sp11g00278
OG0007741	Wa8730a011g001340_P001	Sp11g00274
OG0007742	Wa8730a011g001330_P001	Sp11g00272
OG0007743	Wa8730a011g001600_P001	Sp11g00265
OG0007744	Wa8730a011g001500_P001	Sp11g00264
OG0007745	Wa8730a011g001520_P001	Sp11g00261
OG0007746	Wa8730a011g001700_P001	Sp11g00260
OG0007747	Wa8730a011g001640_P001	Sp11g00259
OG0007748	Wa8730a011g001590_P001	Sp11g00252
OG0007749	Wa8730a011g001570_P001	Sp11g00249
OG0007750	Wa8730a011g001560_P001	Sp11g00247
OG0007751	Wa8730a011g001660_P001	Sp11g00244
OG0007752	Wa8730a011g001280_P001	Sp11g00237
OG0007753	Wa8730a011g001180_P001	Sp11g00231
OG0007754	Wa8730a011g001200_P001	Sp11g00227
OG0007755	Wa8730a011g001530_P001	Sp11g00191
OG0007756	Wa8730a011g001260_P001	Sp11g00190
OG0007757	Wa8730a011g001220_P001	Sp11g00181
OG0007758	Wa8730a011g001150_P001	Sp11g00162
OG0007759	Wa8730a011g001140_P001	Sp11g00161
OG0007760	Wa8730a011g001100_P001	Sp11g00160
OG0007761	Wa8730a011g001130_P001	Sp11g00157
OG0007762	Wa8730a011g001090_P001	Sp11g00156
OG0007763	Wa8730a011g001010_P001	Sp11g00150
OG0007764	Wa8730a011g000980_P001	Sp11g00147
OG0007765	Wa8730a011g000960_P001	Sp11g00145
OG0007766	Wa8730a011g000950_P001	Sp11g00144
OG0007767	Wa8730a011g000890_P001	Sp11g00139
OG0007768	Wa8730a011g000880_P001	Sp11g00138
OG0007769	Wa8730a011g000870_P001	Sp11g00137
OG0007770	Wa8730a011g000860_P001	Sp11g00135
OG0007771	Wa8730a011g000840_P001	Sp11g00132
OG0007772	Wa8730a011g000790_P001	Sp11g00126
OG0007773	Wa8730a011g000800_P001	Sp11g00124
OG0007774	Wa8730a011g000740_P001	Sp11g00117
OG0007775	Wa8730a011g000360_P001	Sp11g00114
OG0007776	Wa8730a011g000370_P001	Sp11g00110
OG0007777	Wa8730a011g000400_P001	Sp11g00107
OG0007778	Wa8730a011g000580_P001	Sp11g00104
OG0007779	Wa8730a011g000560_P001	Sp11g00101
OG0007780	Wa8730a011g000540_P001	Sp11g00098
OG0007781	Wa8730a011g000530_P001	Sp11g00096
OG0007782	Wa8730a011g000500_P001	Sp11g00095
OG0007783	Wa8730a011g000520_P001	Sp11g00094
OG0007784	Wa8730a011g000750_P001	Sp11g00089
OG0007785	Wa8730a011g000670_P001	Sp11g00078
OG0007786	Wa8730a011g000630_P001	Sp11g00074
OG0007787	Wa8730a011g000620_P001	Sp11g00073
OG0007788	Wa8730a011g000290_P001	Sp11g00060
OG0007789	Wa8730a011g000280_P001	Sp11g00059
OG0007790	Wa8730a011g000270_P001	Sp11g00058
OG0007791	Wa8730a011g000690_P001	Sp11g00057
OG0007792	Wa8730a011g000220_P001	Sp11g00056
OG0007793	Wa8730a011g000230_P001	Sp11g00055
OG0007794	Wa8730a011g000240_P001	Sp11g00053
OG0007795	Wa8730a011g000120_P001	Sp11g00032
OG0007796	Wa8730a011g000110_P001	Sp11g00030
OG0007797	Wa8730a011g000100_P001	Sp11g00026
OG0007798	Wa8730a011g000090_P001	Sp11g00021
OG0007799	Wa8730a011g000070_P001	Sp11g00015
OG0007800	Wa8730a011g000060_P001	Sp11g00012
OG0007801	Wa8730a011g000050_P001	Sp11g00007
OG0007802	Wa8730a011g000010_P001	Sp11g00002
OG0007803	Wa8730a014g003000_P002, Wa8730a014g003000_P001	Sp03g01393
OG0007804	Wa8730a003g008820_P001	Sp03g01384
OG0007805	Wa8730a003g008810_P001	Sp03g01383
OG0007806	Wa8730a003g008790_P001	Sp03g01379
OG0007807	Wa8730a003g008700_P001	Sp03g01363
OG0007808	Wa8730a003g008690_P001	Sp03g01362
OG0007809	Wa8730a003g008450_P001	Sp03g01361
OG0007810	Wa8730a003g008670_P001	Sp03g01360
OG0007811	Wa8730a003g008640_P001	Sp03g01358
OG0007812	Wa8730a003g008660_P001	Sp03g01357
OG0007813	Wa8730a003g008520_P001	Sp03g01351
OG0007814	Wa8730a003g008570_P001	Sp03g01340
OG0007815	Wa8730a003g008440_P001	Sp03g01333
OG0007816	Wa8730a003g008630_P001	Sp03g01332
OG0007817	Wa8730a003g008600_P001	Sp03g01320
OG0007818	Wa8730a003g008400_P001	Sp03g01312
OG0007819	Wa8730a003g008200_P001	Sp03g01272
OG0007820	Wa8730a003g008190_P001	Sp03g01271
OG0007821	Wa8730a003g008180_P001	Sp03g01270
OG0007822	Wa8730a003g008170_P001	Sp03g01267
OG0007823	Wa8730a003g008120_P001	Sp03g01253
OG0007824	Wa8730a003g008100_P001	Sp03g01249
OG0007825	Wa8730a003g008110_P001	Sp03g01248
OG0007826	Wa8730a003g008050_P001	Sp03g01244
OG0007827	Wa8730a003g008030_P001	Sp03g01226
OG0007828	Wa8730a003g007960_P001	Sp03g01223
OG0007829	Wa8730a003g007950_P001	Sp03g01210
OG0007830	Wa8730a003g007480_P001	Sp03g01207
OG0007831	Wa8730a003g007470_P001	Sp03g01203
OG0007832	Wa8730a003g007100_P001	Sp03g01202
OG0007833	Wa8730a003g006920_P001	Sp03g01197
OG0007834	Wa8730a003g007500_P001	Sp03g01194
OG0007835	Wa8730a003g007010_P001	Sp03g01189
OG0007836	Wa8730a003g007050_P001	Sp03g01187
OG0007837	Wa8730a003g007060_P001	Sp03g01186
OG0007838	Wa8730a003g007710_P001	Sp03g01183
OG0007839	Wa8730a003g007720_P001	Sp03g01182
OG0007840	Wa8730a003g007730_P001	Sp03g01180
OG0007841	Wa8730a003g007700_P001	Sp03g01173
OG0007842	Wa8730a003g007660_P001	Sp03g01170
OG0007843	Wa8730a003g007670_P001	Sp03g01168
OG0007844	Wa8730a003g007680_P001	Sp03g01167
OG0007845	Wa8730a003g007630_P001	Sp03g01162
OG0007846	Wa8730a003g007600_P001	Sp03g01159
OG0007847	Wa8730a003g007590_P001	Sp03g01158
OG0007848	Wa8730a003g007530_P001	Sp03g01153
OG0007849	Wa8730a003g007760_P001	Sp03g01152
OG0007850	Wa8730a003g007770_P001	Sp03g01149
OG0007851	Wa8730a003g007120_P001	Sp03g01145
OG0007852	Wa8730a003g007140_P001	Sp03g01143
OG0007853	Wa8730a003g007150_P001	Sp03g01139
OG0007854	Wa8730a003g007540_P001	Sp03g01135
OG0007855	Wa8730a003g007780_P001	Sp03g01132
OG0007856	Wa8730a003g007790_P001	Sp03g01130
OG0007857	Wa8730a003g007920_P001	Sp03g01122
OG0007858	Wa8730a003g007190_P001	Sp03g01121
OG0007859	Wa8730a003g007170_P001	Sp03g01120
OG0007860	Wa8730a003g007160_P001	Sp03g01119
OG0007862	Wa8730a003g007810_P001	Sp03g01109
OG0007863	Wa8730a003g007550_P001	Sp03g01107
OG0007864	Wa8730a003g007940_P001	Sp03g01105
OG0007865	Wa8730a003g007900_P001	Sp03g01104
OG0007866	Wa8730a003g007890_P001	Sp03g01103
OG0007867	Wa8730a003g007870_P001	Sp03g01100
OG0007868	Wa8730a003g007030_P001	Sp03g01098
OG0007869	Wa8730a003g007240_P001	Sp03g01090
OG0007870	Wa8730a003g007320_P001	Sp03g01081
OG0007871	Wa8730a003g007310_P001	Sp03g01080
OG0007872	Wa8730a003g007290_P001	Sp03g01079
OG0007873	Wa8730a003g007270_P001	Sp03g01078
OG0007874	Wa8730a003g007370_P001	Sp03g01075
OG0007875	Wa8730a003g007350_P001	Sp03g01074
OG0007876	Wa8730a003g007400_P001	Sp03g01072
OG0007877	Wa8730a003g007420_P001	Sp03g01070
OG0007878	Wa8730a003g007450_P001	Sp03g01068
OG0007879	Wa8730a003g007460_P001	Sp03g01067
OG0007880	Wa8730a003g006890_P001	Sp03g01064
OG0007881	Wa8730a002g008190_P001	Sp03g01063
OG0007882	Wa8730a003g006860_P001	Sp03g01060
OG0007883	Wa8730a003g006840_P001	Sp03g01056
OG0007884	Wa8730a003g006800_P001	Sp03g01055
OG0007885	Wa8730a003g006810_P001	Sp03g01054
OG0007886	Wa8730a003g006820_P001	Sp03g01053
OG0007887	Wa8730a003g006790_P001	Sp03g01050
OG0007888	Wa8730a003g006660_P001	Sp03g01032
OG0007889	Wa8730a003g006670_P001	Sp03g01031
OG0007890	Wa8730a003g006690_P001	Sp03g01024
OG0007891	Wa8730a003g006490_P001	Sp03g01023
OG0007892	Wa8730a003g006500_P001	Sp03g01022
OG0007893	Wa8730a003g006510_P001	Sp03g01020
OG0007894	Wa8730a003g006520_P001	Sp03g01019
OG0007895	Wa8730a003g006540_P001	Sp03g01018
OG0007896	Wa8730a003g006550_P001	Sp03g01017
OG0007897	Wa8730a003g006610_P001	Sp03g01012
OG0007898	Wa8730a003g006600_P001	Sp03g01010
OG0007899	Wa8730a003g006420_P001	Sp03g01003
OG0007900	Wa8730a003g006400_P001	Sp03g00994
OG0007901	Wa8730a003g006390_P001	Sp03g00993
OG0007903	Wa8730a003g006350_P001	Sp03g00987
OG0007904	Wa8730a003g006340_P001	Sp03g00985
OG0007905	Wa8730a003g006330_P001	Sp03g00983
OG0007906	Wa8730a003g006290_P001	Sp03g00979
OG0007907	Wa8730a003g006270_P001	Sp03g00976
OG0007908	Wa8730a003g006170_P001	Sp03g00973
OG0007909	Wa8730a003g006210_P001	Sp03g00970
OG0007910	Wa8730a003g006200_P001	Sp03g00969
OG0007911	Wa8730a003g006190_P001	Sp03g00968
OG0007912	Wa8730a003g006090_P001	Sp03g00967
OG0007913	Wa8730a003g006120_P001	Sp03g00964
OG0007914	Wa8730a003g006230_P001	Sp03g00961
OG0007915	Wa8730a003g006070_P001	Sp03g00956
OG0007916	Wa8730a003g006080_P001	Sp03g00954
OG0007917	Wa8730a009g004610_P001	Sp03g00949
OG0007918	Wa8730a003g006020_P001	Sp03g00946
OG0007919	Wa8730a003g005990_P001	Sp03g00940
OG0007920	Wa8730a003g006010_P001	Sp03g00938
OG0007921	Wa8730a003g005880_P001	Sp03g00928
OG0007922	Wa8730a003g005890_P001	Sp03g00927
OG0007923	Wa8730a003g005910_P001	Sp03g00925
OG0007924	Wa8730a003g005960_P001	Sp03g00921
OG0007925	Wa8730a003g005970_P001	Sp03g00919
OG0007926	Wa8730a003g005940_P001	Sp03g00916
OG0007927	Wa8730a003g005710_P001	Sp03g00912
OG0007928	Wa8730a003g005760_P001	Sp03g00909
OG0007929	Wa8730a003g005780_P001	Sp03g00905
OG0007930	Wa8730a003g005770_P001	Sp03g00901
OG0007931	Wa8730a003g005660_P001	Sp03g00898
OG0007932	Wa8730a003g005600_P001	Sp03g00894
OG0007933	Wa8730a003g005590_P001	Sp03g00893
OG0007934	Wa8730a003g005550_P001	Sp03g00890
OG0007935	Wa8730a003g005560_P001	Sp03g00889
OG0007936	Wa8730a003g005500_P001	Sp03g00887
OG0007937	Wa8730a003g005470_P001	Sp03g00886
OG0007938	Wa8730a003g005460_P001	Sp03g00883
OG0007939	Wa8730a003g005450_P001	Sp03g00882
OG0007940	Wa8730a003g005420_P001	Sp03g00881
OG0007941	Wa8730a003g005430_P001	Sp03g00878
OG0007942	Wa8730a003g005380_P001	Sp03g00877
OG0007943	Wa8730a003g005410_P001	Sp03g00863
OG0007944	Wa8730a003g005400_P001	Sp03g00862
OG0007945	Wa8730a003g005340_P001	Sp03g00860
OG0007946	Wa8730a003g005350_P001	Sp03g00859
OG0007947	Wa8730a003g005300_P001	Sp03g00851
OG0007948	Wa8730a003g005310_P001	Sp03g00850
OG0007949	Wa8730a003g005270_P001, Wa8730a003g005280_P001	Sp03g00843
OG0007951	Wa8730a003g005220_P001	Sp03g00836
OG0007952	Wa8730a003g005240_P001	Sp03g00828
OG0007953	Wa8730a003g005210_P001	Sp03g00826
OG0007954	Wa8730a003g005200_P001	Sp03g00825
OG0007955	Wa8730a003g005190_P001	Sp03g00824
OG0007956	Wa8730a003g005180_P001	Sp03g00822
OG0007957	Wa8730a003g005130_P001	Sp03g00817
OG0007958	Wa8730a003g005110_P001	Sp03g00811
OG0007959	Wa8730a003g005080_P001	Sp03g00809
OG0007960	Wa8730a003g005000_P001	Sp03g00805
OG0007961	Wa8730a003g005030_P001	Sp03g00796
OG0007962	Wa8730a003g005040_P001	Sp03g00795
OG0007963	Wa8730a003g004990_P001	Sp03g00792
OG0007964	Wa8730a003g004930_P001	Sp03g00786
OG0007965	Wa8730a003g004940_P001	Sp03g00785
OG0007966	Wa8730a003g004950_P001	Sp03g00784
OG0007967	Wa8730a003g004770_P001	Sp03g00765
OG0007968	Wa8730a003g004760_P001	Sp03g00764
OG0007969	Wa8730a003g004680_P001	Sp03g00758
OG0007971	Wa8730a003g004660_P001	Sp03g00748
OG0007972	Wa8730a003g004650_P001	Sp03g00745
OG0007973	Wa8730a003g004630_P001	Sp03g00739
OG0007974	Wa8730a003g004610_P001	Sp03g00737
OG0007975	Wa8730a003g004580_P001	Sp03g00731
OG0007976	Wa8730a003g004530_P001	Sp03g00723
OG0007977	Wa8730a003g004490_P001	Sp03g00720
OG0007978	Wa8730a003g002250_P001	Sp03g00717
OG0007979	Wa8730a003g004420_P001	Sp03g00714
OG0007980	Wa8730a003g004330_P001	Sp03g00711
OG0007981	Wa8730a003g004360_P001	Sp03g00708
OG0007982	Wa8730a003g004320_P001	Sp03g00707
OG0007983	Wa8730a003g004400_P001	Sp03g00705
OG0007984	Wa8730a003g004380_P001	Sp03g00700
OG0007985	Wa8730a003g004280_P001	Sp03g00696
OG0007986	Wa8730a020g002820_P001	Sp03g00695
OG0007987	Wa8730a003g004270_P001	Sp03g00694
OG0007988	Wa8730a003g004250_P001	Sp03g00689
OG0007989	Wa8730a003g004170_P001	Sp03g00683
OG0007990	Wa8730a003g004190_P001	Sp03g00682
OG0007991	Wa8730a003g004200_P001	Sp03g00679
OG0007992	Wa8730a003g004130_P001	Sp03g00672
OG0007993	Wa8730a003g004140_P001	Sp03g00670
OG0007994	Wa8730a003g004100_P001	Sp03g00668
OG0007995	Wa8730a003g004070_P001	Sp03g00666
OG0007996	Wa8730a003g004050_P001	Sp03g00662
OG0007997	Wa8730a003g004040_P001	Sp03g00661
OG0007998	Wa8730a003g004030_P001	Sp03g00659
OG0007999	Wa8730a003g004020_P001	Sp03g00658
OG0008000	Wa8730a003g004000_P001	Sp03g00657
OG0008001	Wa8730a003g003990_P001	Sp03g00656
OG0008002	Wa8730a003g003980_P001	Sp03g00654
OG0008003	Wa8730a003g003900_P001	Sp03g00646
OG0008004	Wa8730a003g003630_P001	Sp03g00642
OG0008005	Wa8730a003g003560_P001	Sp03g00637
OG0008006	Wa8730a003g003550_P001	Sp03g00636
OG0008007	Wa8730a003g003540_P001	Sp03g00633
OG0008008	Wa8730a003g003530_P001	Sp03g00632
OG0008009	Wa8730a003g003520_P001	Sp03g00630
OG0008010	Wa8730a003g003510_P001	Sp03g00629
OG0008011	Wa8730a003g003430_P001	Sp03g00627
OG0008012	Wa8730a003g003420_P001	Sp03g00626
OG0008013	Wa8730a003g003400_P001	Sp03g00625
OG0008014	Wa8730a003g003650_P001	Sp03g00619
OG0008015	Wa8730a003g003670_P001	Sp03g00616
OG0008016	Wa8730a003g003770_P001	Sp03g00614
OG0008017	Wa8730a003g003840_P001	Sp03g00613
OG0008018	Wa8730a003g003780_P001	Sp03g00610
OG0008019	Wa8730a003g003800_P001	Sp03g00608
OG0008020	Wa8730a003g003820_P001	Sp03g00603
OG0008021	Wa8730a003g003760_P001	Sp03g00602
OG0008022	Wa8730a003g003740_P001	Sp03g00598
OG0008023	Wa8730a003g003680_P001	Sp03g00594
OG0008024	Wa8730a003g003830_P001	Sp03g00586
OG0008025	Wa8730a003g003490_P001	Sp03g00574
OG0008026	Wa8730a003g003390_P001	Sp03g00573
OG0008027	Wa8730a003g003380_P001	Sp03g00572
OG0008028	Wa8730a003g003330_P001	Sp03g00565
OG0008029	Wa8730a003g003320_P001	Sp03g00564
OG0008030	Wa8730a003g003210_P001	Sp03g00561
OG0008031	Wa8730a003g003240_P001	Sp03g00558
OG0008032	Wa8730a003g003250_P001	Sp03g00557
OG0008033	Wa8730a003g003200_P001	Sp03g00556
OG0008034	Wa8730a003g003190_P001	Sp03g00555
OG0008035	Wa8730a003g003180_P001	Sp03g00554
OG0008036	Wa8730a003g003170_P001	Sp03g00552
OG0008037	Wa8730a003g003150_P001	Sp03g00551
OG0008038	Wa8730a003g003130_P001	Sp03g00549
OG0008039	Wa8730a003g003120_P001	Sp03g00548
OG0008040	Wa8730a003g003110_P001	Sp03g00547
OG0008041	Wa8730a003g003090_P001	Sp03g00544
OG0008042	Wa8730a003g003080_P001	Sp03g00543
OG0008043	Wa8730a003g003070_P001	Sp03g00542
OG0008044	Wa8730a003g003060_P001	Sp03g00539
OG0008045	Wa8730a003g003050_P001	Sp03g00538
OG0008046	Wa8730a003g003040_P001	Sp03g00537
OG0008047	Wa8730a003g003030_P001	Sp03g00536
OG0008048	Wa8730a003g003010_P001	Sp03g00532
OG0008049	Wa8730a003g002950_P001	Sp03g00528
OG0008050	Wa8730a003g002940_P001	Sp03g00527
OG0008051	Wa8730a003g002930_P001	Sp03g00525
OG0008052	Wa8730a003g002910_P001	Sp03g00523
OG0008053	Wa8730a003g002840_P001	Sp03g00522
OG0008054	Wa8730a003g002900_P001	Sp03g00514
OG0008055	Wa8730a003g002580_P001	Sp03g00512
OG0008056	Wa8730a003g002620_P001	Sp03g00507
OG0008057	Wa8730a003g002640_P001	Sp03g00503
OG0008058	Wa8730a003g002670_P001	Sp03g00501
OG0008059	Wa8730a003g002680_P001	Sp03g00499
OG0008060	Wa8730a003g002750_P001	Sp03g00494
OG0008061	Wa8730a003g002740_P001	Sp03g00493
OG0008062	Wa8730a003g002730_P001	Sp03g00492
OG0008063	Wa8730a003g002720_P001	Sp03g00491
OG0008064	Wa8730a003g002770_P001	Sp03g00489
OG0008065	Wa8730a003g002780_P001	Sp03g00487
OG0008066	Wa8730a003g002800_P001	Sp03g00486
OG0008067	Wa8730a003g002550_P001	Sp03g00481
OG0008068	Wa8730a003g002540_P001	Sp03g00480
OG0008069	Wa8730a003g002530_P001	Sp03g00479
OG0008070	Wa8730a003g002520_P001	Sp03g00478
OG0008071	Wa8730a003g002500_P001	Sp03g00472
OG0008072	Wa8730a003g002470_P001	Sp03g00468
OG0008073	Wa8730a003g002420_P001	Sp03g00464
OG0008074	Wa8730a003g002390_P001	Sp03g00455
OG0008075	Wa8730a003g002380_P001	Sp03g00453
OG0008076	Wa8730a003g002360_P001	Sp03g00450
OG0008077	Wa8730a003g002330_P001	Sp03g00445
OG0008078	Wa8730a003g002320_P001	Sp03g00442
OG0008079	Wa8730a003g002310_P001	Sp03g00439
OG0008080	Wa8730a003g002280_P001	Sp03g00434
OG0008081	Wa8730a003g001920_P001	Sp03g00431
OG0008082	Wa8730a003g001950_P001	Sp03g00428
OG0008083	Wa8730a003g002060_P001	Sp03g00415
OG0008084	Wa8730a003g002020_P001	Sp03g00411
OG0008085	Wa8730a003g002010_P001	Sp03g00408
OG0008086	Wa8730a003g002110_P001	Sp03g00402
OG0008087	Wa8730a003g002120_P001	Sp03g00397
OG0008088	Wa8730a003g002150_P001	Sp03g00391
OG0008089	Wa8730a003g002160_P001	Sp03g00390
OG0008090	Wa8730a003g002230_P001	Sp03g00379
OG0008091	Wa8730a003g001910_P001	Sp03g00372
OG0008092	Wa8730a003g001890_P001	Sp03g00361
OG0008093	Wa8730a003g001880_P001	Sp03g00359
OG0008094	Wa8730a003g001850_P001	Sp03g00348
OG0008095	Wa8730a003g001840_P001	Sp03g00345
OG0008096	Wa8730a003g001810_P001	Sp03g00342
OG0008097	Wa8730a003g001800_P001	Sp03g00341
OG0008098	Wa8730a003g001830_P001	Sp03g00337
OG0008099	Wa8730a003g001750_P001	Sp03g00331
OG0008100	Wa8730a003g001700_P001	Sp03g00322
OG0008101	Wa8730a003g001680_P001	Sp03g00320
OG0008102	Wa8730a003g001740_P001	Sp03g00318
OG0008103	Wa8730a003g001660_P001	Sp03g00309
