Orthogroup	wa8730.asm201904v2.ann1.proteins	wa7733.asm1v1.ann1.run1.all.std.maker.proteins.func
OG0009913	Wa8730a002g000380_P001	wa7733.asm1v1.ann1.run1_013972_1
OG0009918	Wa8730a001g007490_P001	wa7733.asm1v1.ann1.run1_005209_1
OG0009919	Wa8730a001g007440_P001	wa7733.asm1v1.ann1.run1_005203_1
OG0009920	Wa8730a001g007310_P001	wa7733.asm1v1.ann1.run1_005191_1
OG0009935	Wa8730a001g008460_P001	wa7733.asm1v1.ann1.run1_005738_1
OG0009937	Wa8730a001g008310_P001	wa7733.asm1v1.ann1.run1_005722_1
OG0009938	Wa8730a001g009000_P001	wa7733.asm1v1.ann1.run1_010958_1
OG0009943	Wa8730a001g009470_P001	wa7733.asm1v1.ann1.run1_008606_1
OG0009946	Wa8730a001g009990_P001	wa7733.asm1v1.ann1.run1_001326_1
OG0009948	Wa8730a001g010190_P001	wa7733.asm1v1.ann1.run1_001305_1
OG0009951	Wa8730a004g008830_P001	wa7733.asm1v1.ann1.run1_010931_1
OG0009952	Wa8730a004g008630_P001	wa7733.asm1v1.ann1.run1_014482_1
OG0009955	Wa8730a004g008010_P001	wa7733.asm1v1.ann1.run1_007172_1
OG0009958	Wa8730a004g007840_P001	wa7733.asm1v1.ann1.run1_010936_1
OG0009959	Wa8730a009g006320_P001	wa7733.asm1v1.ann1.run1_012354_1
OG0009960	Wa8730a009g005980_P001	wa7733.asm1v1.ann1.run1_014659_1
OG0009961	Wa8730a009g006100_P001	wa7733.asm1v1.ann1.run1_003707_1
OG0009962	Wa8730a009g005780_P001	wa7733.asm1v1.ann1.run1_003678_1
OG0009963	Wa8730a009g005770_P001	wa7733.asm1v1.ann1.run1_003677_1
OG0009964	Wa8730a009g005920_P001	wa7733.asm1v1.ann1.run1_003691_1
OG0009965	Wa8730a009g004660_P001	wa7733.asm1v1.ann1.run1_009835_1
OG0009966	Wa8730a001g000490_P001	wa7733.asm1v1.ann1.run1_002210_1
OG0009967	Wa8730a001g000610_P001	wa7733.asm1v1.ann1.run1_002196_1
OG0009968	Wa8730a001g000700_P001	wa7733.asm1v1.ann1.run1_002188_1
OG0009969	Wa8730a001g000840_P001	wa7733.asm1v1.ann1.run1_002175_1
OG0009970	Wa8730a001g000920_P001	wa7733.asm1v1.ann1.run1_010339_1
OG0009971	Wa8730a001g000940_P001	wa7733.asm1v1.ann1.run1_010340_1
OG0009972	Wa8730a001g001280_P001	wa7733.asm1v1.ann1.run1_013579_1
OG0009973	Wa8730a001g001830_P001	wa7733.asm1v1.ann1.run1_002599_1
OG0009974	Wa8730a001g002230_P001	wa7733.asm1v1.ann1.run1_013668_1
OG0009975	Wa8730a001g002460_P001	wa7733.asm1v1.ann1.run1_003818_1
OG0009976	Wa8730a001g004050_P001	wa7733.asm1v1.ann1.run1_001601_1
OG0009977	Wa8730a001g004540_P001	wa7733.asm1v1.ann1.run1_001658_1
OG0009978	Wa8730a001g004910_P001	wa7733.asm1v1.ann1.run1_003437_1
OG0009979	Wa8730a001g005160_P001	wa7733.asm1v1.ann1.run1_003461_1
OG0009980	Wa8730a001g007140_P001	wa7733.asm1v1.ann1.run1_002916_1
OG0009981	Wa8730a001g007120_P001	wa7733.asm1v1.ann1.run1_002918_1
OG0009982	Wa8730a001g010450_P001	wa7733.asm1v1.ann1.run1_001271_1
OG0009983	Wa8730a001g011010_P001	wa7733.asm1v1.ann1.run1_006649_1
OG0009984	Wa8730a001g011220_P001	wa7733.asm1v1.ann1.run1_006675_1
OG0009985	Wa8730a001g011320_P001	wa7733.asm1v1.ann1.run1_012778_1
OG0009986	Wa8730a001g011480_P001	wa7733.asm1v1.ann1.run1_008774_1
OG0009987	Wa8730a001g011630_P001	wa7733.asm1v1.ann1.run1_008762_1
OG0009988	Wa8730a019g000590_P001	wa7733.asm1v1.ann1.run1_010856_1
OG0009989	Wa8730a001g011730_P001	wa7733.asm1v1.ann1.run1_009593_1
OG0009990	Wa8730a001g011710_P001	wa7733.asm1v1.ann1.run1_009595_1
OG0009991	Wa8730a001g011830_P001	wa7733.asm1v1.ann1.run1_009582_1
OG0009992	Wa8730a002g008400_P001	wa7733.asm1v1.ann1.run1_002049_1
OG0009993	Wa8730a004g003920_P001	wa7733.asm1v1.ann1.run1_007968_1
OG0009994	Wa8730a002g005970_P001	wa7733.asm1v1.ann1.run1_001062_1
OG0009995	Wa8730a002g006030_P001	wa7733.asm1v1.ann1.run1_001070_1
OG0009996	Wa8730a019g002140_P001	wa7733.asm1v1.ann1.run1_006848_1
OG0009997	Wa8730a002g001250_P001	wa7733.asm1v1.ann1.run1_010909_1
OG0009998	Wa8730a002g001480_P001	wa7733.asm1v1.ann1.run1_004766_1
OG0009999	Wa8730a002g001660_P001	wa7733.asm1v1.ann1.run1_012830_1
OG0010000	Wa8730a002g001980_P001	wa7733.asm1v1.ann1.run1_004808_1
OG0010001	Wa8730a002g001950_P001	wa7733.asm1v1.ann1.run1_004805_1
OG0010002	Wa8730a002g001940_P001	wa7733.asm1v1.ann1.run1_004804_1
OG0010003	Wa8730a002g000320_P001	wa7733.asm1v1.ann1.run1_005992_1
OG0010004	Wa8730a002g000340_P001	wa7733.asm1v1.ann1.run1_005988_1
OG0010005	Wa8730a002g000160_P001	wa7733.asm1v1.ann1.run1_006007_1
OG0010006	Wa8730a003g000020_P001	wa7733.asm1v1.ann1.run1_008356_1
OG0010007	Wa8730a002g003550_P001	wa7733.asm1v1.ann1.run1_001462_1
OG0010008	Wa8730a003g000280_P001	wa7733.asm1v1.ann1.run1_004687_1
OG0010009	Wa8730a003g001070_P001	wa7733.asm1v1.ann1.run1_012809_1
OG0010010	Wa8730a003g001900_P001	wa7733.asm1v1.ann1.run1_011651_1
OG0010011	Wa8730a003g002210_P001	wa7733.asm1v1.ann1.run1_004709_1
OG0010012	Wa8730a003g004670_P001	wa7733.asm1v1.ann1.run1_004518_1
OG0010013	Wa8730a003g005100_P001	wa7733.asm1v1.ann1.run1_006689_1
OG0010014	Wa8730a003g005150_P001	wa7733.asm1v1.ann1.run1_006684_1
OG0010015	Wa8730a003g005360_P001	wa7733.asm1v1.ann1.run1_008390_1
OG0010016	Wa8730a003g006100_P001	wa7733.asm1v1.ann1.run1_001927_1
OG0010017	Wa8730a003g006620_P001	wa7733.asm1v1.ann1.run1_014933_1
OG0010018	Wa8730a003g006780_P001	wa7733.asm1v1.ann1.run1_014202_1
OG0010019	Wa8730a003g006850_P001	wa7733.asm1v1.ann1.run1_011284_1
OG0010020	Wa8730a003g007200_P001	wa7733.asm1v1.ann1.run1_006732_1
OG0010021	Wa8730a003g008220_P001	wa7733.asm1v1.ann1.run1_007472_1
OG0010022	Wa8730a003g008500_P001	wa7733.asm1v1.ann1.run1_011772_1
OG0010023	Wa8730a003g007930_P001	wa7733.asm1v1.ann1.run1_006747_1
OG0010024	Wa8730a007g008200_P001	wa7733.asm1v1.ann1.run1_011969_1
OG0010025	Wa8730a007g008060_P001	wa7733.asm1v1.ann1.run1_000552_1
OG0010026	Wa8730a007g006970_P001	wa7733.asm1v1.ann1.run1_000640_1
OG0010027	Wa8730a007g005190_P001	wa7733.asm1v1.ann1.run1_012415_1
OG0010028	Wa8730a007g004530_P001	wa7733.asm1v1.ann1.run1_014733_1
OG0010029	Wa8730a007g004450_P001	wa7733.asm1v1.ann1.run1_011665_1
OG0010030	Wa8730a007g001710_P001	wa7733.asm1v1.ann1.run1_010109_1
OG0010031	Wa8730a007g000900_P001	wa7733.asm1v1.ann1.run1_003918_1
OG0010032	Wa8730a006g006220_P001	wa7733.asm1v1.ann1.run1_003416_1
OG0010033	Wa8730a006g006320_P001	wa7733.asm1v1.ann1.run1_003407_1
OG0010034	Wa8730a006g006710_P001	wa7733.asm1v1.ann1.run1_003370_1
OG0010036	Wa8730a006g007330_P001	wa7733.asm1v1.ann1.run1_004423_1
OG0010037	Wa8730a010g000470_P001	wa7733.asm1v1.ann1.run1_012092_1
OG0010038	Wa8730a010g000960_P001	wa7733.asm1v1.ann1.run1_012628_1
OG0010039	Wa8730a010g001160_P001	wa7733.asm1v1.ann1.run1_004325_1
OG0010040	Wa8730a010g001570_P001	wa7733.asm1v1.ann1.run1_007319_1
OG0010041	Wa8730a010g001590_P001	wa7733.asm1v1.ann1.run1_007322_1
OG0010042	Wa8730a010g001610_P001	wa7733.asm1v1.ann1.run1_007323_1
OG0010043	Wa8730a010g002270_P001	wa7733.asm1v1.ann1.run1_007298_1
OG0010044	Wa8730a010g003860_P001	wa7733.asm1v1.ann1.run1_011988_1
OG0010045	Wa8730a010g003930_P001	wa7733.asm1v1.ann1.run1_010638_1
OG0010046	Wa8730a010g004430_P001	wa7733.asm1v1.ann1.run1_005314_1
OG0010047	Wa8730a010g004520_P001	wa7733.asm1v1.ann1.run1_005324_1
OG0010048	Wa8730a010g005620_P001	wa7733.asm1v1.ann1.run1_008215_1
OG0010049	Wa8730a010g006370_P001	wa7733.asm1v1.ann1.run1_012985_1
OG0010050	Wa8730a010g006320_P001	wa7733.asm1v1.ann1.run1_011179_1
OG0010051	Wa8730a019g000420_P001	wa7733.asm1v1.ann1.run1_010979_1
OG0010052	Wa8730a001g010610_P001	wa7733.asm1v1.ann1.run1_010697_1
OG0010053	Wa8730a019g002760_P001	wa7733.asm1v1.ann1.run1_013312_1
OG0010054	Wa8730a019g002990_P001	wa7733.asm1v1.ann1.run1_011908_1
OG0010055	Wa8730a019g003660_P001	wa7733.asm1v1.ann1.run1_013635_1
OG0010056	Wa8730a019g003670_P001	wa7733.asm1v1.ann1.run1_013087_1
OG0010057	Wa8730a019g003680_P001	wa7733.asm1v1.ann1.run1_013089_1
OG0010058	Wa8730a019g003690_P001	wa7733.asm1v1.ann1.run1_013090_1
OG0010059	Wa8730a018g003710_P001	wa7733.asm1v1.ann1.run1_006520_1
OG0010060	Wa8730a018g003340_P001	wa7733.asm1v1.ann1.run1_011508_1
OG0010061	Wa8730a018g003350_P001	wa7733.asm1v1.ann1.run1_011509_1
OG0010062	Wa8730a018g000530_P001	wa7733.asm1v1.ann1.run1_004951_1
OG0010063	Wa8730a009g000400_P001	wa7733.asm1v1.ann1.run1_006302_1
OG0010064	Wa8730a008g000860_P001	wa7733.asm1v1.ann1.run1_010756_1
OG0010065	Wa8730a008g001170_P001	wa7733.asm1v1.ann1.run1_010181_1
OG0010066	Wa8730a014g005050_P001	wa7733.asm1v1.ann1.run1_014466_1
OG0010067	Wa8730a012g001400_P001	wa7733.asm1v1.ann1.run1_001700_1
OG0010068	Wa8730a012g002100_P001	wa7733.asm1v1.ann1.run1_001766_1
OG0010069	Wa8730a012g002120_P001	wa7733.asm1v1.ann1.run1_001768_1
OG0010070	Wa8730a012g002130_P001	wa7733.asm1v1.ann1.run1_001769_1
OG0010071	Wa8730a012g002160_P001	wa7733.asm1v1.ann1.run1_013475_1
OG0010072	Wa8730a012g002390_P001	wa7733.asm1v1.ann1.run1_014013_1
OG0010073	Wa8730a012g002380_P001	wa7733.asm1v1.ann1.run1_014514_1
OG0010074	Wa8730a012g002170_P001	wa7733.asm1v1.ann1.run1_013474_1
OG0010075	Wa8730a012g002420_P001	wa7733.asm1v1.ann1.run1_012383_1
OG0010076	Wa8730a012g002650_P001	wa7733.asm1v1.ann1.run1_009812_1
OG0010077	Wa8730a012g002680_P001	wa7733.asm1v1.ann1.run1_009809_1
OG0010078	Wa8730a012g002850_P001	wa7733.asm1v1.ann1.run1_010961_1
OG0010079	Wa8730a001g003740_P001	wa7733.asm1v1.ann1.run1_001570_1
OG0010080	Wa8730a012g003670_P001	wa7733.asm1v1.ann1.run1_000157_1
OG0010081	Wa8730a012g003830_P001	wa7733.asm1v1.ann1.run1_000147_1
OG0010082	Wa8730a012g003960_P001	wa7733.asm1v1.ann1.run1_000138_1
OG0010083	Wa8730a012g003990_P001	wa7733.asm1v1.ann1.run1_000134_1
OG0010084	Wa8730a012g004000_P001	wa7733.asm1v1.ann1.run1_000133_1
OG0010085	Wa8730a012g004100_P001	wa7733.asm1v1.ann1.run1_000122_1
OG0010086	Wa8730a012g004240_P001	wa7733.asm1v1.ann1.run1_000109_1
OG0010087	Wa8730a012g004270_P001	wa7733.asm1v1.ann1.run1_000106_1
OG0010088	Wa8730a012g004350_P001	wa7733.asm1v1.ann1.run1_000100_1
OG0010089	Wa8730a012g004420_P001	wa7733.asm1v1.ann1.run1_000097_1
OG0010090	Wa8730a012g004430_P001	wa7733.asm1v1.ann1.run1_000095_1
OG0010091	Wa8730a012g005010_P001	wa7733.asm1v1.ann1.run1_000040_1
OG0010092	Wa8730a012g005130_P001	wa7733.asm1v1.ann1.run1_000029_1
OG0010093	Wa8730a005g008880_P001	wa7733.asm1v1.ann1.run1_007901_1
OG0010094	Wa8730a005g008860_P001	wa7733.asm1v1.ann1.run1_007900_1
OG0010095	Wa8730a005g008840_P001	wa7733.asm1v1.ann1.run1_007899_1
OG0010096	Wa8730a005g008760_P001	wa7733.asm1v1.ann1.run1_007891_1
OG0010097	Wa8730a005g008750_P001	wa7733.asm1v1.ann1.run1_007890_1
OG0010098	Wa8730a005g008360_P001	wa7733.asm1v1.ann1.run1_005528_1
OG0010099	Wa8730a005g007550_P001	wa7733.asm1v1.ann1.run1_004828_1
OG0010100	Wa8730a005g007700_P001	wa7733.asm1v1.ann1.run1_004844_1
OG0010101	Wa8730a005g006600_P001	wa7733.asm1v1.ann1.run1_012042_1
OG0010102	Wa8730a005g006520_P001	wa7733.asm1v1.ann1.run1_009792_1
OG0010105	Wa8730a005g005400_P001	wa7733.asm1v1.ann1.run1_006272_1
OG0010106	Wa8730a005g005350_P001	wa7733.asm1v1.ann1.run1_006277_1
OG0010107	Wa8730a005g004620_P001	wa7733.asm1v1.ann1.run1_001164_1
OG0010108	Wa8730a005g003690_P001	wa7733.asm1v1.ann1.run1_001255_1
OG0010109	Wa8730a005g003250_P001	wa7733.asm1v1.ann1.run1_012434_1
OG0010110	Wa8730a005g001550_P001	wa7733.asm1v1.ann1.run1_009145_1
OG0010111	Wa8730a005g001140_P001	wa7733.asm1v1.ann1.run1_002766_1
OG0010112	Wa8730a005g000780_P001	wa7733.asm1v1.ann1.run1_014957_1
OG0010113	Wa8730a005g000520_P001	wa7733.asm1v1.ann1.run1_002825_1
OG0010114	Wa8730a005g000010_P001	wa7733.asm1v1.ann1.run1_012556_1
OG0010115	Wa8730a005g000020_P001	wa7733.asm1v1.ann1.run1_012557_1
OG0010116	Wa8730a014g006950_P001	wa7733.asm1v1.ann1.run1_004210_1
OG0010117	Wa8730a014g006940_P001	wa7733.asm1v1.ann1.run1_004211_1
OG0010118	Wa8730a014g006810_P001	wa7733.asm1v1.ann1.run1_006992_1
OG0010119	Wa8730a009g004570_P001	wa7733.asm1v1.ann1.run1_006475_1
OG0010120	Wa8730a014g005290_P001	wa7733.asm1v1.ann1.run1_001787_1
OG0010121	Wa8730a014g005130_P001	wa7733.asm1v1.ann1.run1_001772_1
OG0010122	Wa8730a014g004730_P001	wa7733.asm1v1.ann1.run1_008090_1
OG0010123	Wa8730a014g004700_P001	wa7733.asm1v1.ann1.run1_013361_1
OG0010124	Wa8730a014g003360_P001	wa7733.asm1v1.ann1.run1_004085_1
OG0010125	Wa8730a014g002860_P001	wa7733.asm1v1.ann1.run1_004120_1
OG0010126	Wa8730a014g002660_P001	wa7733.asm1v1.ann1.run1_004133_1
OG0010127	Wa8730a014g002570_P001	wa7733.asm1v1.ann1.run1_004142_1
OG0010128	Wa8730a014g001080_P001	wa7733.asm1v1.ann1.run1_012439_1
OG0010129	Wa8730a014g000890_P001	wa7733.asm1v1.ann1.run1_000997_1
OG0010130	Wa8730a014g000560_P001	wa7733.asm1v1.ann1.run1_011634_1
OG0010131	Wa8730a014g000590_P001	wa7733.asm1v1.ann1.run1_011631_1
OG0010132	Wa8730a014g000410_P001	wa7733.asm1v1.ann1.run1_005358_1
OG0010133	Wa8730a020g001900_P001	wa7733.asm1v1.ann1.run1_002462_1
OG0010134	Wa8730a020g001530_P001	wa7733.asm1v1.ann1.run1_003058_1
OG0010135	Wa8730a020g001480_P001	wa7733.asm1v1.ann1.run1_003053_1
OG0010136	Wa8730a020g001500_P001	wa7733.asm1v1.ann1.run1_003055_1
OG0010137	Wa8730a020g001180_P001	wa7733.asm1v1.ann1.run1_003026_1
OG0010138	Wa8730a020g000550_P001	wa7733.asm1v1.ann1.run1_008571_1
OG0010139	Wa8730a020g000700_P001	wa7733.asm1v1.ann1.run1_008587_1
OG0010140	Wa8730a009g003810_P001	wa7733.asm1v1.ann1.run1_004569_1
OG0010141	Wa8730a009g002250_P001	wa7733.asm1v1.ann1.run1_002401_1
OG0010142	Wa8730a018g002190_P001	wa7733.asm1v1.ann1.run1_002130_1
OG0010143	Wa8730a009g003130_P001	wa7733.asm1v1.ann1.run1_008249_1
OG0010144	Wa8730a009g001550_P001	wa7733.asm1v1.ann1.run1_012113_1
OG0010145	Wa8730a009g001560_P001	wa7733.asm1v1.ann1.run1_014088_1
OG0010147	Wa8730a009g001400_P001	wa7733.asm1v1.ann1.run1_012373_1
OG0010148	Wa8730a009g001080_P001	wa7733.asm1v1.ann1.run1_004925_1
OG0010149	Wa8730a009g001040_P001	wa7733.asm1v1.ann1.run1_004921_1
OG0010150	Wa8730a009g000690_P001	wa7733.asm1v1.ann1.run1_004892_1
OG0010151	Wa8730a009g000900_P001	wa7733.asm1v1.ann1.run1_004909_1
OG0010152	Wa8730a011g000130_P001	wa7733.asm1v1.ann1.run1_009233_1
OG0010153	Wa8730a011g000610_P001	wa7733.asm1v1.ann1.run1_007214_1
OG0010154	Wa8730a011g000340_P001	wa7733.asm1v1.ann1.run1_007190_1
OG0010155	Wa8730a011g001020_P001	wa7733.asm1v1.ann1.run1_011926_1
OG0010156	Wa8730a011g001680_P001	wa7733.asm1v1.ann1.run1_000340_1
OG0010157	Wa8730a011g001860_P001	wa7733.asm1v1.ann1.run1_000323_1
OG0010158	Wa8730a011g002900_P001	wa7733.asm1v1.ann1.run1_000219_1
OG0010159	Wa8730a011g003270_P001	wa7733.asm1v1.ann1.run1_007595_1
OG0010160	Wa8730a011g004290_P001	wa7733.asm1v1.ann1.run1_013840_1
OG0010161	Wa8730a011g004680_P001	wa7733.asm1v1.ann1.run1_003740_1
OG0010162	Wa8730a011g004750_P001	wa7733.asm1v1.ann1.run1_003733_1
OG0010163	Wa8730a011g005060_P001	wa7733.asm1v1.ann1.run1_011082_1
OG0010164	Wa8730a011g005300_P001	wa7733.asm1v1.ann1.run1_008962_1
OG0010165	Wa8730a003g002710_P001	wa7733.asm1v1.ann1.run1_004753_1
OG0010166	Wa8730a011g005510_P001	wa7733.asm1v1.ann1.run1_010587_1
OG0010167	Wa8730a011g005570_P001	wa7733.asm1v1.ann1.run1_010237_1
OG0010168	Wa8730a011g005600_P001	wa7733.asm1v1.ann1.run1_010240_1
OG0010169	Wa8730a015g006190_P001	wa7733.asm1v1.ann1.run1_012301_1
OG0010170	Wa8730a015g006040_P001	wa7733.asm1v1.ann1.run1_012645_1
OG0010171	Wa8730a015g005980_P001	wa7733.asm1v1.ann1.run1_011529_1
OG0010172	Wa8730a005g005120_P001	wa7733.asm1v1.ann1.run1_011564_1
OG0010173	Wa8730a015g005400_P001	wa7733.asm1v1.ann1.run1_010287_1
OG0010174	Wa8730a015g004950_P001	wa7733.asm1v1.ann1.run1_014684_1
OG0010175	Wa8730a015g004610_P001	wa7733.asm1v1.ann1.run1_011119_1
OG0010176	Wa8730a015g003560_P001	wa7733.asm1v1.ann1.run1_003209_1
OG0010177	Wa8730a015g003540_P001	wa7733.asm1v1.ann1.run1_003212_1
OG0010178	Wa8730a015g001160_P001	wa7733.asm1v1.ann1.run1_008199_1
OG0010179	Wa8730a015g001240_P001	wa7733.asm1v1.ann1.run1_008191_1
OG0010180	Wa8730a015g001230_P001	wa7733.asm1v1.ann1.run1_008192_1
OG0010181	Wa8730a015g000650_P001	wa7733.asm1v1.ann1.run1_002537_1
OG0010182	Wa8730a002g002230_P001	wa7733.asm1v1.ann1.run1_009511_1
OG0010183	Wa8730a002g003200_P001	wa7733.asm1v1.ann1.run1_001492_1
OG0010184	Wa8730a002g003240_P001	wa7733.asm1v1.ann1.run1_001488_1
OG0010185	Wa8730a002g003270_P001	wa7733.asm1v1.ann1.run1_001485_1
OG0010186	Wa8730a002g003260_P001	wa7733.asm1v1.ann1.run1_001486_1
OG0010187	Wa8730a017g004140_P001	wa7733.asm1v1.ann1.run1_013655_1
OG0010188	Wa8730a004g000560_P001	wa7733.asm1v1.ann1.run1_010539_1
OG0010189	Wa8730a004g002060_P001	wa7733.asm1v1.ann1.run1_012075_1
OG0010190	Wa8730a004g001580_P001	wa7733.asm1v1.ann1.run1_011080_1
OG0010191	Wa8730a004g001500_P001	wa7733.asm1v1.ann1.run1_011072_1
OG0010192	Wa8730a004g001510_P001	wa7733.asm1v1.ann1.run1_011073_1
OG0010193	Wa8730a004g001850_P001	wa7733.asm1v1.ann1.run1_007055_1
OG0010194	Wa8730a004g002220_P001	wa7733.asm1v1.ann1.run1_004505_1
OG0010195	Wa8730a019g003090_P001	wa7733.asm1v1.ann1.run1_014712_1
OG0010196	Wa8730a004g002520_P001	wa7733.asm1v1.ann1.run1_004467_1
OG0010197	Wa8730a004g002250_P001	wa7733.asm1v1.ann1.run1_004500_1
OG0010198	Wa8730a006g001830_P001	wa7733.asm1v1.ann1.run1_014777_1
OG0010199	Wa8730a004g003560_P001	wa7733.asm1v1.ann1.run1_008991_1
OG0010200	Wa8730a004g004150_P001	wa7733.asm1v1.ann1.run1_009389_1
OG0010201	Wa8730a004g004180_P001	wa7733.asm1v1.ann1.run1_010777_1
OG0010202	Wa8730a004g004580_P001	wa7733.asm1v1.ann1.run1_008466_1
OG0010203	Wa8730a004g004530_P001	wa7733.asm1v1.ann1.run1_008459_1
OG0010204	Wa8730a004g005140_P001	wa7733.asm1v1.ann1.run1_014303_1
OG0010205	Wa8730a020g002130_P001	wa7733.asm1v1.ann1.run1_002484_1
OG0010206	Wa8730a004g004850_P001	wa7733.asm1v1.ann1.run1_012576_1
OG0010207	Wa8730a013g004830_P001	wa7733.asm1v1.ann1.run1_000519_1
OG0010208	Wa8730a013g004580_P001	wa7733.asm1v1.ann1.run1_000495_1
OG0010209	Wa8730a013g004590_P001	wa7733.asm1v1.ann1.run1_000496_1
OG0010210	Wa8730a013g004460_P001	wa7733.asm1v1.ann1.run1_000483_1
OG0010211	Wa8730a013g003780_P001	wa7733.asm1v1.ann1.run1_000421_1
OG0010212	Wa8730a013g003770_P001	wa7733.asm1v1.ann1.run1_000420_1
OG0010213	Wa8730a013g003760_P001	wa7733.asm1v1.ann1.run1_000419_1
OG0010214	Wa8730a013g001670_P001	wa7733.asm1v1.ann1.run1_007724_1
OG0010215	Wa8730a013g000880_P001	wa7733.asm1v1.ann1.run1_014147_1
OG0010216	Wa8730a013g000400_P001	wa7733.asm1v1.ann1.run1_010800_1
OG0010217	Wa8730a013g000380_P001	wa7733.asm1v1.ann1.run1_010797_1
OG0010218	Wa8730a013g000370_P001	wa7733.asm1v1.ann1.run1_010796_1
OG0010219	Wa8730a013g000160_P001	wa7733.asm1v1.ann1.run1_009733_1
OG0010220	Wa8730a001g007400_P001	wa7733.asm1v1.ann1.run1_005200_1
OG0010221	Wa8730a001g007390_P001	wa7733.asm1v1.ann1.run1_005199_1
OG0010222	Wa8730a001g007350_P001	wa7733.asm1v1.ann1.run1_005195_1
OG0010223	Wa8730a001g008130_P001	wa7733.asm1v1.ann1.run1_011763_1
OG0010224	Wa8730a001g008870_P001	wa7733.asm1v1.ann1.run1_013184_1
OG0010225	Wa8730a001g008860_P001	wa7733.asm1v1.ann1.run1_013185_1
OG0010226	Wa8730a001g008850_P001	wa7733.asm1v1.ann1.run1_013186_1
OG0010227	Wa8730a001g008840_P001	wa7733.asm1v1.ann1.run1_013187_1
OG0010228	Wa8730a001g008740_P001	wa7733.asm1v1.ann1.run1_014049_1
OG0010229	Wa8730a001g008620_P001	wa7733.asm1v1.ann1.run1_005752_1
OG0010230	Wa8730a001g008220_P001	wa7733.asm1v1.ann1.run1_005715_1
OG0010231	Wa8730a001g009130_P001	wa7733.asm1v1.ann1.run1_010946_1
OG0010232	Wa8730a001g009120_P001	wa7733.asm1v1.ann1.run1_010948_1
OG0010233	Wa8730a001g009510_P001	wa7733.asm1v1.ann1.run1_008611_1
OG0010234	Wa8730a004g002240_P001	wa7733.asm1v1.ann1.run1_004503_1
OG0010235	Wa8730a007g000460_P001	wa7733.asm1v1.ann1.run1_003889_1
OG0010236	Wa8730a006g003660_P001	wa7733.asm1v1.ann1.run1_003637_1
OG0010237	Wa8730a006g003370_P001	wa7733.asm1v1.ann1.run1_009317_1
OG0010238	Wa8730a006g003110_P001	wa7733.asm1v1.ann1.run1_008485_1
OG0010239	Wa8730a006g002570_P001	wa7733.asm1v1.ann1.run1_010711_1
OG0010240	Wa8730a006g002170_P001	wa7733.asm1v1.ann1.run1_013672_1
OG0010241	Wa8730a006g002360_P001	wa7733.asm1v1.ann1.run1_008717_1
OG0010242	Wa8730a006g002120_P001	wa7733.asm1v1.ann1.run1_008709_1
OG0010243	Wa8730a006g001970_P001	wa7733.asm1v1.ann1.run1_012633_1
OG0010244	Wa8730a006g001780_P001	wa7733.asm1v1.ann1.run1_008755_1
OG0010245	Wa8730a006g001550_P001	wa7733.asm1v1.ann1.run1_012699_1
OG0010246	Wa8730a006g001540_P001	wa7733.asm1v1.ann1.run1_012698_1
OG0010247	Wa8730a006g001020_P001	wa7733.asm1v1.ann1.run1_006195_1
OG0010248	Wa8730a006g001000_P001	wa7733.asm1v1.ann1.run1_006193_1
OG0010249	Wa8730a006g000730_P001	wa7733.asm1v1.ann1.run1_012013_1
OG0010250	Wa8730a006g000710_P001	wa7733.asm1v1.ann1.run1_012012_1
OG0010251	Wa8730a006g000700_P001	wa7733.asm1v1.ann1.run1_012011_1
OG0010252	Wa8730a006g000690_P001	wa7733.asm1v1.ann1.run1_012010_1
OG0010253	Wa8730a006g000130_P001	wa7733.asm1v1.ann1.run1_010845_1
OG0010254	Wa8730a008g003410_P001	wa7733.asm1v1.ann1.run1_009943_1
OG0010255	Wa8730a008g003530_P001	wa7733.asm1v1.ann1.run1_013957_1
OG0010256	Wa8730a008g003690_P001	wa7733.asm1v1.ann1.run1_014455_1
OG0010257	Wa8730a008g003700_P001	wa7733.asm1v1.ann1.run1_014454_1
OG0010258	Wa8730a008g003930_P001	wa7733.asm1v1.ann1.run1_011831_1
OG0010259	Wa8730a008g004940_P001	wa7733.asm1v1.ann1.run1_014072_1
OG0010260	Wa8730a008g004490_P001	wa7733.asm1v1.ann1.run1_012340_1
OG0010261	Wa8730a008g004450_P001	wa7733.asm1v1.ann1.run1_012344_1
OG0010262	Wa8730a008g005760_P001	wa7733.asm1v1.ann1.run1_012391_1
OG0010263	Wa8730a008g005910_P001	wa7733.asm1v1.ann1.run1_010026_1
OG0010264	Wa8730a016g003990_P001	wa7733.asm1v1.ann1.run1_000769_1
OG0010265	Wa8730a016g003630_P001	wa7733.asm1v1.ann1.run1_012886_1
OG0010266	Wa8730a016g003480_P001	wa7733.asm1v1.ann1.run1_000722_1
OG0010267	Wa8730a016g002310_P001	wa7733.asm1v1.ann1.run1_005070_1
OG0010268	Wa8730a016g002300_P001	wa7733.asm1v1.ann1.run1_005069_1
OG0010269	Wa8730a016g002290_P001	wa7733.asm1v1.ann1.run1_005068_1
OG0010270	Wa8730a016g001750_P001	wa7733.asm1v1.ann1.run1_011450_1
OG0010271	Wa8730a016g001390_P001	wa7733.asm1v1.ann1.run1_007831_1
OG0010272	Wa8730a016g001350_P001	wa7733.asm1v1.ann1.run1_007828_1
